Word	uniqueID	Example image	Bigram	Percent_known	Rank (combining COCA/concreteness)	Concreteness (M)	COCA word freq (online)	COCA word freq	COCA (dispersion)	COCA (rank)	BNC freq	SUBTLEX freq	Dominant Part of Speech	Bottom-up Category (Human Raters)	Top-down Category (WordNet)	Top-down Category (manual selection)	All Bottom-up Categories	WordNet Synonyms	WordNet ID	Wordnet ID2	Wordnet ID3	Wordnet ID4	"Definition (from WordNet, Google, or Wikipedia)"	Number of word meanings in list
chalkboard	chalkboard	https://imgur.com/Slip8DH	0	1	8932.5	4.97	600	452	0.91	18948		12	Noun				"classroom supply, school supply"	"blackboard, chalkboard"	n02846511	chalkboard%1:06:00::	chalkboard#1	chalkboard.n.01	sheet of slate; for writing with chalk	1
champagne	champagne	https://imgur.com/x1b9GWS	0	1	4703.5	4.82	5658	4375	0.92	5460	1931	1596	Noun	drink	"food, beverage"	drink	"alcoholic drink, drink"	"champagne, bubbly"	n07893642	champagne%1:13:00::	champagne#1	champagne.n.01	a white sparkling wine either produced in Champagne or resembling that produced there	1
chandelier	chandelier	https://imgur.com/eNuKnop	0	1	7257	4.79	1247	1523	0.89	10327		72	Noun			home decor	lighting	"chandelier, pendant, pendent"	n03005285	chandelier%1:06:00::	chandelier#1	chandelier.n.01	branched lighting fixture; often ornate; hangs from the ceiling	1
chaps	chaps	https://imgur.com/rYkeX4e	0	0.96	10246.5	4.62	444				419	131	Noun	clothing	clothing	clothing	clothing	chap	n03006903	chap%1:06:00::	chap#4	chap.n.04	(usually in the plural) leather leggings without a seat; joined by a belt; often have flared outer flaps; worn over trousers by cowboys to protect their legs	1
charcoal	charcoal	https://imgur.com/2EDYkzb	0	1	5432.5	4.85	3137	2566	0.91	7571	505	90	Noun				"fuel, grilling accessory"	"charcoal, wood_coal"	n14685296	charcoal%1:27:00::	charcoal#1	charcoal.n.01	a carbonaceous material obtained by heating wood or other organic matter in the absence of air	1
charger	charger	https://imgur.com/G9F5qdN	0	1	14401	4.39	970	459	0.86	19349	92	62	Noun				electronic accessory	"charger, battery_charger"	n03008976	charger%1:06:00::	charger#2	charger.n.02	a device for charging or recharging batteries	1
chariot	chariot	https://imgur.com/4PYsM7A	0	1	9003	4.86	613	640	0.87	16460	232	103	Noun	vehicle	"container, vehicle"	vehicle	"vehicle, horse-drawn vehicle"	chariot	n03009269	chariot%1:06:01::	chariot#2	chariot.n.02	a two-wheeled horse-drawn battle vehicle; used in war and races in ancient Egypt and Greece and Rome	1
checkbook	checkbook	https://imgur.com/S40Jzru	0	1	6808.5	4.97	930	880	0.94	13540	1	120	Noun				banking item	"checkbook, chequebook"	n13414310	checkbook%1:21:00::	checkbook#1	checkbook.n.01	a book issued to holders of checking accounts	1
checkers	checkers	https://imgur.com/CLMFmOL	0	1	8180.5	4.89	684				24	96	Noun				"board game, game"	"checkers, draughts"	n00502952	checkers%1:04:00::	checkers#1	checkers.n.01	a checkerboard game for two players who each have 12 pieces; the object is to jump over and so capture the opponent's pieces	1
cheese	cheese	https://imgur.com/vwgproL	0	1	4118	4.7	23718	17416	0.9	2116	2589	1991	Noun	food	food	"food, dessert"	"dairy product, food"	cheese	n07850329	cheese%1:13:00::	cheese#1	cheese.n.01	a solid food prepared from the pressed curd of milk	1
cheeseburger	cheeseburger	https://imgur.com/jf0E7gb	0	1	8570.5	4.93	559	571	0.92	16940		163	Noun	food	food	food	"food, fast food"	cheeseburger	n07697313	cheeseburger%1:13:00::	cheeseburger#1	cheeseburger.n.01	a hamburger with melted cheese on it	1
cheesecake	cheesecake	https://imgur.com/20IEq1A	0	1	6845	4.97	1059	869	0.88	14097	71	118	Noun	dessert		"food, dessert"	dessert	cheesecake	n07630089	cheesecake%1:13:00::	cheesecake#1	cheesecake.n.01	made with sweetened cream cheese and eggs and cream baked in a crumb crust	1
cheetah	cheetah	https://imgur.com/9hLWCnI	0	1	11798	4.7	440	445	0.85	19661	76	117	Noun	animal	animal	animal	"animal, cat"	"cheetah, chetah, Acinonyx_jubatus"	n02130308	cheetah%1:05:00::	cheetah#1	cheetah.n.01	long-legged spotted cat of Africa and southwestern Asia having nonretractile claws; the swiftest mammal; can be trained to run down game	1
cherry	cherry	https://imgur.com/rOPJyP3	0	1	6811	4.62	7643	4153	0.92	5647	866	693	Noun	fruit	fruit	"food, fruit"	fruit	cherry	n07757132	cherry%1:13:00::	cherry#3	cherry.n.03	a red fruit with a single hard stone	1
chess piece	chess_piece	https://imgur.com/cddmPsB	1	1	14936.5	4.93	47					0	#N/A				"game piece, board game"	"chessman, chess_piece"	n03014440	chess_piece%1:06:00::	chess_piece#1	chess_piece.n.01	any of 16 white and 16 black pieces used in playing the game of chess	1
chessboard	chessboard	https://imgur.com/ZqIcbx6	0	1	14011.5	4.68	289	239	0.85	25437	38	17	Noun				"board game, part of game"	"chessboard, chess_board"	n03014317	chessboard%1:06:00::	chessboard#1	chessboard.n.01	a checkerboard used to play chess	1
chest	chest1	https://imgur.com/NJTAfwU	0	1	1507	4.93	28869	22508	0.89	1725	3799	2090	Noun	body part	body part	body part	body part	"breast, chest"	n05553288	breast%1:08:01::	breast#1	breast.n.01	the front of the trunk from the neck to the abdomen	2
chest	chest2	https://imgur.com/x7085VW	0	1	1507	4.93	28869	22508	0.89	1725	3799	2090	Noun	furniture	container	"furniture, container"	"furniture, storage"	chest	n03014705	chest%1:06:00::	chest#2	chest.n.02	box with a lid; used for storage; usually large and sturdy	2
chick	chick	https://imgur.com/HsAOdRi	0	1	4429	4.93	2578	2648	0.92	7388	311	1334	Noun	"animal, bird"	"animal, bird"	"animal, bird"	"animal, baby animal, bird"	"chick, biddy"	n01792042	chick%1:05:00::	chick#1	chick.n.01	young bird especially of domestic fowl	1
chicken wire	chicken_wire	https://imgur.com/fhJQWeF	1	1	12821.5	4.81	230					0	#N/A				poultry	chicken_wire	n03016609	chicken_wire%1:06:00::	chicken_wire#1	chicken_wire.n.01	a galvanized wire network with a hexagonal mesh; used to build fences	1
chicken	chicken1	https://imgur.com/39pWjbZ	0	1	2855	4.8	28685	24465	0.93	1543	2091	3148	Noun	"animal, bird"		food	"bird, animal, farm animal"	"chicken, poulet, volaille"	n07644967	chicken%1:13:00::	chicken#1	chicken.n.01	the flesh of a chicken used for food	2
chicken	chicken2	https://imgur.com/5ohOAXA	0	1	2855	4.8	28685	24465	0.93	1543	2091	3148	Noun		"animal, bird"	animal	fencing	"chicken, Gallus_gallus"	n01791625	chicken%1:05:01::	chicken#2	chicken.n.02	a domestic fowl bred for flesh or eggs; believed to have been developed from the red jungle fowl	2
chickpea	chickpea	https://imgur.com/qp0wLcE	0	0.9	9153.5	4.93	363	477	0.69	20886	5	0	#N/A	food	vegetable	"food, vegetable"	"food, legume"	"chickpea, garbanzo"	n07726095	chickpea%1:13:00::	chickpea#3	chickpea.n.03	large white roundish Asiatic legume; usually dried	1
chihuahua	chihuahua	https://imgur.com/okmVtgI	0	1	19405.5	4.38	660	72	0.79	38831		72	#N/A		animal	animal	dog	Chihuahua	n02085620	chihuahua%1:05:00::	Chihuahua#3	chihuahua.n.03	an old breed of tiny short-haired dog with protruding eyes from Mexico held to antedate Aztec civilization	1
chili	chili	https://imgur.com/3zIAlX8	0	1	6252.5	4.79	4822	2294	0.9	8123		382	Noun	food	food	food	food	"chili, chili_con_carne"	n07864934	chili%1:13:01::	chili#1	chili.n.01	ground beef and chili peppers or chili powder often with tomatoes and kidney beans	1
chime	chime	https://imgur.com/kXVkZtF	0	1	11965.5	4.4	369	984	0.86	13338	66	47	Verb	musical instrument	musical instrument	musical instrument	musical instrument	"chime, bell, gong"	n03017168	chime%1:06:00::	chime#1	chime.n.01	a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used as an orchestral instrument	1
chimney	chimney	https://imgur.com/RzL3fl4	0	1	4321	5	1952	2110	0.91	8475	674	213	Noun				part of building	chimney	n03017428	chimney%1:06:00::	chimney#1	chimney.n.01	a vertical flue that provides a path through which smoke from a fire is carried away through the wall or roof of a building	1
chin	chin	https://imgur.com/S2MINvZ	0	1	3085.5	4.89	10573	7585	0.86	3978	1611	647	Noun	body part	body part	body part	"body part, facial feature"	"chin, mentum"	n05599617	chin%1:08:00::	chin#1	chin.n.01	the protruding part of the lower jaw	1
chinaware	chinaware	https://imgur.com/6gKWaEH	0	0.97	17069	4.82	19					2	Noun				dinnerware	"chinaware, china"	n03018493	chinaware%1:06:00::	chinaware#1	chinaware.n.01	dishware made of high quality porcelain	1
chinchilla	chinchilla	https://imgur.com/cPZ2ZhQ	0	1	16853.5	4.72	99	57	0.8	41546		27	Noun	animal	animal	animal	animal	"chinchilla, Chinchilla_laniger"	n02367492	chinchilla%1:05:00::	chinchilla#3	chinchilla.n.03	small rodent with soft pearly grey fur; native to the Andes but bred in captivity for fur	1
chip	chip	https://imgur.com/SMoh6zK	0	1	4067.5	4.71	10086	16162	0.94	2172	1840	1051	Noun				"computer hardware, electronic component"	"chip, microchip, micro_chip, silicon_chip, microprocessor_chip"	n03020034	chip%1:06:00::	chip#7	chip.n.07	electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit	1
chipmunk	chipmunk	https://imgur.com/UtJeQ5o	0	1	11155	4.97	191	225	0.88	25746	20	42	Noun	animal	animal	animal	"rodent, animal"	chipmunk	n02360282	chipmunk%1:05:02::	chipmunk#1	chipmunk.n.01	a burrowing ground squirrel of western America and Asia; has cheek pouches and a light and dark stripe running down the body	1
chips	chips	https://imgur.com/LJnqCav	0	1	2057.5	4.9	10997				1858	828	Noun		food	food	"snack, junk food"	"chip, crisp, potato_chip, Saratoga_chip"	n07712559	chip%1:13:00::	chip#4	chip.n.04	a thin crisp slice of potato fried in deep fat	1
chisel	chisel	https://imgur.com/RdIfxNI	0	0.97	12274.5	4.63	459	478	0.87	18928	176	45	Verb	tool	tool	tool	tool	chisel	n03020692	chisel%1:06:00::	chisel#1	chisel.n.01	an edge tool with a flat steel blade with a cutting edge	1
chive	chive	https://imgur.com/jWf14bU	0	0.93	14608	4.81	117				12	0	#N/A	"food, vegetable"	plant	"plant, food, vegetable"	"herb, vegetable, food"	"chives, chive, cive, schnittlaugh, Allium_schoenoprasum"	n12435152	chive%1:20:00::	chive#1	chive.n.01	perennial having hollow cylindrical leaves used for seasoning	1
chocolate	chocolate	https://imgur.com/Mpz2O1P	0	1	4211.5	4.72	16050	12682	0.92	2652		1499	Noun	dessert		"food, dessert"	"candy, dessert"	chocolate	n07601999	chocolate%1:13:00::	chocolate#2	chocolate.n.02	a food made from roasted ground cacao beans	1
chopsticks	chopsticks	https://imgur.com/77P4Br4	0	1	8417.5	5	584	496	0.89	18358	42	93	Noun			tool	"eating utensil, eating utensil"	chopstick	n03025755	chopstick%1:06:00::	chopstick#1	chopstick.n.01	one of a pair of slender sticks used as oriental tableware to eat food with	1
christmas card	christmas_card	https://imgur.com/YoCEt5v	1	1	11704.5	4.86	278					0	#N/A				stationery	Christmas_card	n06627623	christmas_card%1:10:00::	Christmas_card#1	Christmas_card.n.01	a card expressing a Christmas greeting	1
christmas tree	christmas_tree	https://imgur.com/5NYDZIb	1	1	5371.5	4.9	1977					0	#N/A		decoration	home decor	holiday decoration	Christmas_tree	n03026626	christmas_tree%1:06:00::	Christmas_tree#5	Christmas_tree.n.05	an ornamented evergreen used as a Christmas decoration	1
chute	chute	https://imgur.com/43noUY3	0	1	9327	4.61	1301	1372	0.9	10901	137	184	Noun				building equipment	"chute, slide, slideway, sloping_trough"	n03029603	chute%1:06:00::	chute#2	chute.n.02	sloping channel through which things can descend	1
cigar	cigar	https://imgur.com/ptERi0Z	0	1	3588	4.93	3449	4107	0.9	5767	490	660	Noun				tobacco product	cigar	n03030035	cigar%1:06:00::	cigar#1	cigar.n.01	a roll of tobacco for smoking	1
cigarette	cigarette	https://imgur.com/uq1G0nH	0	1	2302	4.88	13906	17160	0.91	2123		1357	Noun				tobacco product	"cigarette, cigaret, coffin_nail, butt, fag"	n03030663	cigaret%1:06:00::	cigaret#1	cigaret.n.01	finely ground tobacco wrapped in paper; for smoking	1
cigarette butt	cigarette_butt	https://imgur.com/Ga9wphY	1	1	12254.5	5	141					0	#N/A				trash	cigarette_butt	n03030880	cigarette_butt%1:06:00::	cigarette_butt#1	cigarette_butt.n.01	small part of a cigarette that is left after smoking	1
cigarette holder	cigarette_holder	https://imgur.com/aOUcgHb	1	1	17564	4.63	64					0	#N/A				smoking accessory	cigarette_holder	n03031152	cigarette_holder%1:06:00::	cigarette_holder#1	cigarette_holder.n.01	a tube that holds a cigarette while it is being smoked	1
cilantro	cilantro	https://imgur.com/7zSbEeg	0	0.97	9681.5	4.45	3227	2026	0.84	9052		24	Noun		food	"plant, food, vegetable"	herb	"coriander, Chinese_parsley, cilantro"	n07817315	cilantro%1:13:00::	cilantro#2	cilantro.n.02	parsley-like herb used as seasoning or garnish	1
cinnamon	cinnamon	https://imgur.com/5TrSrYu	0	1	4935	4.85	4743	3325	0.89	6557		152	Noun			food	spice	"cinnamon, cinnamon_bark"	n11705052	cinnamon%1:20:02::	cinnamon#1	cinnamon.n.01	aromatic bark used as a spice	1
clam	clam	https://imgur.com/8jnd73x	0	1	6205.5	4.89	801	1509	0.89	10345	73	200	Noun		animal	"animal, food"	"seafood, sea creature, shellfish, mollusk"	clam	n01956481	clam%1:05:00::	clam#1	clam.n.01	burrowing marine mollusk living on sand or mud; the shell closes with viselike firmness	1
clarinet	clarinet	https://imgur.com/NtIoLwV	0	1	8454.5	4.92	761	629	0.91	16259		80	Noun	musical instrument	musical instrument	musical instrument	musical instrument	clarinet	n03037709	clarinet%1:06:00::	clarinet#1	clarinet.n.01	a single-reed instrument with a straight tube	1
clasp	clasp	https://imgur.com/LVsCGP9	0	1	14971	4.41	405	367	0.85	21323	169	52	Noun				fastener	clasp	n03038281	clasp%1:06:00::	clasp#1	clasp.n.01	a fastener (as a buckle or hook) that is used to hold two things together	1
clay	clay	https://imgur.com/ecoJTJn	0	1	3169	4.93	12148	5287	0.93	4816	1599	612	Noun				art supply	clay	n14813182	clay%1:27:00::	clay#1	clay.n.01	a very fine-grained soil that is plastic when moist but hard when fired	1
cleat	cleat	https://imgur.com/jZwVShg	0	1	12082.5	4.5	315	718	0.85	15701	25	22	Noun	sports equipment		sports equipment	"shoe, sports equipment"	cleat	n03041265	cleat%1:06:02::	cleat#1	cleat.n.01	a metal or leather projection (as from the sole of a shoe); prevents slipping	1
cleaver	cleaver	https://imgur.com/hnMwSqN	0	1	12527.5	4.7	635	353	0.85	21655	72	68	Noun	kitchen tool	tool	"weapon, kitchen tool, tool"	"knife, kitchen tool"	"cleaver, meat_cleaver, chopper"	n03041632	cleaver%1:06:00::	cleaver#1	cleaver.n.01	a butcher's knife having a large square blade	1
clipboard	clipboard	https://imgur.com/xwmsabu	0	1	7137.5	4.93	1125	905	0.86	13931	128	38	Noun	office supply		office supply	office supply	clipboard	n03044418	clipboard%1:06:00::	clipboard#1	clipboard.n.01	a small writing board with a clip at the top for holding papers	1
clipper	clipper1	https://imgur.com/tuNZMfU	0	0.96	15356	4.3	578	413	0.91	19777	70	59	Noun		tool	tool	garden tool	clipper	n03045074	clipper%1:06:01::	clipper#3	clipper.n.03	shears for cutting grass or shrubbery (often used in the plural)	2
clipper	clipper2	https://imgur.com/Gntpyxc	0	0.96	15356	4.3	578	413	0.91	19777	70	59	Noun		tool		grooming tool	clipper	n03044934	clipper%1:06:00::	clipper#4	clipper.n.04	scissors for cutting hair or finger nails (often used in the plural)	2
cloak	cloak	https://imgur.com/kn5cz7W	0	1	7142	4.71	2439	2174	0.86	8596	733	153	Noun	clothing	clothing	clothing	clothing	cloak	n03045337	cloak%1:06:00::	cloak#2	cloak.n.02	a loose outer garment	1
clock	clock	https://imgur.com/rv8DGku	0	1	1432.5	5	14390	12395	0.95	2651	2930	2990	Noun				time keeping device	clock	n03046257	clock%1:06:00::	clock#1	clock.n.01	a timepiece that shows the time of day	1
closet	closet	https://imgur.com/ZGlyr1M	0	1	3592	4.83	34584	8597				1381	Noun		furniture	"furniture, container"	storage	"wardrobe, closet, press"	n04550184	closet%1:06:02::	closet#3	closet.n.03	a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes	1
clothes	clothes	https://imgur.com/AI4quUv	0	1	3237.5	4.76	10120	27033	0.92	1438		5158	Noun		clothing	clothing	apparel	"apparel, wearing_apparel, dress, clothes"	n02728440	clothes%1:06:00::	clothes#1	clothes.n.01	clothing in general	1
clothesline	clothesline	https://imgur.com/0cTTuEE	0	1	9480.5	4.86	549	552	0.87	17656	5	21	Noun				laundry equipment	clothesline	n03051152	clothesline%1:06:00::	clothesline#1	clothesline.n.01	a cord on which clothes are hung to dry	1
clothespin	clothespin	https://imgur.com/W5baxDq	0	0.96	17238.5	4.41	90	177	0.88	28209		15	Noun				laundry equipment	"clothespin, clothes_pin, clothes_peg"	n03051249	clothespin%1:06:00::	clothespin#1	clothespin.n.01	wood or plastic fastener; for holding clothes on a clothesline	1
cloud	cloud	https://imgur.com/J801k76	0	1	5562	4.54	12771	19214	0.92	1924	2190	599	Noun				sky object	cloud	n09247410	cloud%1:17:00::	cloud#2	cloud.n.02	a visible mass of water or ice particles suspended at a considerable altitude	1
clove	clove	https://imgur.com/8AletVw	0	0.96	8592.5	4.42	1594	3905	0.86	6099	141	26	Noun		food	food	spice	clove	n07814487	clove%1:13:00::	clove#4	clove.n.04	spice from dried unopened flower bud of the clove tree; used whole or ground	1
clover	clover	https://imgur.com/IvUvhTJ	0	1	11111.5	4.69	991	569	0.89	17258	234	67	Noun	plant	plant	plant	plant	"clover, trefoil"	n11752578	clover%1:20:00::	clover#1	clover.n.01	a plant of the genus Trifolium	1
coal	coal	https://imgur.com/lLGgUxp	0	1	5293	4.66	10720	8928	0.94	3358	5092	335	Noun				fuel	coal	n14814616	coal%1:27:00::	coal#1	coal.n.01	fossil fuel consisting of carbonized vegetable matter deposited in the Carboniferous period	1
coaster	coaster	https://imgur.com/r92QsQr	0	1	8241	4.68	1794	1604	0.91	9896	50	159	Noun	home decor		home decor	"table accessory, home decor"	coaster	n03056701	coaster%1:06:00::	coaster#3	coaster.n.03	"a covering (plate or mat) that protects the surface of a table (i.e., from the condensation on a cold glass or bottle)"	1
coat	coat	https://imgur.com/dVLy8s9	0	1	1355.5	4.97	17240	16010	0.9	2261	3545	2146	Noun	clothing	clothing	clothing	"clothing, outerwear"	coat	n03057021	coat%1:06:00::	coat#1	coat.n.01	an outer garment that has sleeves and covers the body from shoulder down; worn outdoors	1
coat rack	coat_rack	https://imgur.com/hUuOAhr	1	1	16311	4.76	75					0	#N/A	"furniture, home decor"		furniture	"furniture, home decor"	"coatrack, coat_rack, hatrack"	n03059103	coat_rack%1:06:00::	coat_rack#1	coat_rack.n.01	a rack with hooks for temporarily holding coats and hats	1
